MONTH,UE_BENEFITS_WEB_SEARCH,UNRATE
2011-04,56.0,9.216666666666667
2011-05,54.833333333333336,9.083333333333334
2011-06,51.166666666666664,9.049999999999999
2011-07,48.166666666666664,9.033333333333333
2011-08,47.666666666666664,9.033333333333333
2011-09,47.833333333333336,9.033333333333333
2011-10,47.833333333333336,8.983333333333333
2011-11,47.0,8.916666666666666
2011-12,47.0,8.816666666666668
2012-01,47.5,8.700000000000001
2012-02,46.166666666666664,8.583333333333334
2012-03,44.666666666666664,8.450000000000001
2012-04,43.166666666666664,8.35
2012-05,42.5,8.283333333333333
2012-06,41.5,8.233333333333334
2012-07,40.5,8.216666666666667
2012-08,39.666666666666664,8.183333333333334
2012-09,39.666666666666664,8.116666666666665
2012-10,39.5,8.049999999999999
2012-11,40.166666666666664,7.966666666666666
2012-12,41.833333333333336,7.916666666666665
2013-01,43.5,7.883333333333333
2013-02,43.666666666666664,7.816666666666666
2013-03,43.166666666666664,7.766666666666667
2013-04,42.5,7.733333333333333
2013-05,41.0,7.7
2013-06,38.333333333333336,7.633333333333334
2013-07,35.333333333333336,7.516666666666666
2013-08,34.0,7.433333333333334
2013-09,33.666666666666664,7.383333333333333
2013-10,34.166666666666664,7.316666666666666
2013-11,33.5,7.216666666666666
2013-12,34.5,7.083333333333333
2014-01,40.333333333333336,6.966666666666668
2014-02,44.333333333333336,6.883333333333333
2014-03,46.5,6.8
2014-04,47.833333333333336,6.633333333333334
2014-05,48.333333333333336,6.533333333333334
2014-06,46.5,6.433333333333334
2014-07,39.166666666666664,6.366666666666666
2014-08,33.833333333333336,6.266666666666667
2014-09,29.833333333333332,6.133333333333333
2014-10,25.833333333333332,6.05
2014-11,23.833333333333332,5.966666666666666
2014-12,22.5,5.883333333333333
2015-01,22.0,5.8
2015-02,21.833333333333332,5.7
2015-03,21.833333333333332,5.616666666666667
2015-04,21.5,5.566666666666666
2015-05,20.833333333333332,5.533333333333334
2015-06,20.5,5.483333333333333
2015-07,20.166666666666668,5.3999999999999995
2015-08,20.0,5.333333333333333
2015-09,19.5,5.266666666666667
2015-10,19.333333333333332,5.2
2015-11,19.666666666666668,5.116666666666666
2015-12,19.666666666666668,5.066666666666666
2016-01,20.0,5.016666666666667
2016-02,20.166666666666668,4.983333333333333
2016-03,20.0,4.983333333333333
2016-04,20.0,4.983333333333333
2016-05,20.0,4.933333333333334
2016-06,19.833333333333332,4.916666666666667
2016-07,18.833333333333332,4.9
2016-08,18.333333333333332,4.8999999999999995
2016-09,18.0,4.8999999999999995
2016-10,18.0,4.883333333333334
2016-11,17.666666666666668,4.866666666666666
2016-12,17.666666666666668,4.833333333333333
2017-01,18.5,4.816666666666667
2017-02,18.666666666666668,4.766666666666667
2017-03,19.0,4.666666666666667
2017-04,18.833333333333332,4.583333333333333
2017-05,18.666666666666668,4.533333333333334
2017-06,18.333333333333332,4.466666666666666
2017-07,17.833333333333332,4.3999999999999995
2017-08,17.666666666666668,4.366666666666667
2017-09,17.666666666666668,4.333333333333333
2017-10,17.666666666666668,4.283333333333334
2017-11,17.666666666666668,4.25
2017-12,17.833333333333332,4.216666666666667
2018-01,18.166666666666668,4.183333333333334
2018-02,18.166666666666668,4.133333333333333
2018-03,17.666666666666668,4.1
2018-04,17.5,4.083333333333333
2018-05,17.166666666666668,4.016666666666667
2018-06,16.666666666666668,4.0
2018-07,15.666666666666666,3.9499999999999997
2018-08,15.0,3.9
2018-09,14.833333333333334,3.85
2018-10,14.666666666666666,3.8166666666666664
2018-11,15.0,3.8000000000000003
2018-12,15.333333333333334,3.783333333333333
2019-01,16.166666666666668,3.8166666666666664
